Track name,Artist name,Album,Playlist name,Type,ISRC
"Sex, Drugs, Alcohol","Black V Neck","Mouth Music","Favorite Songs","Favorite","GBKQU1947615"
"Arp - Original Mix","Veerus","Organum - Single","Favorite Songs","Favorite","DECL81700376"
"Activated","Rudosa","Activated","Favorite Songs","Favorite","UKGGD1800061"
"Open Air - Tube & Berger Remix","Edu Imbernon","Meeeow 2013","Favorite Songs","Favorite","ES84B1310083"
"Golden","Mark Reeve","Golden","Favorite Songs","Favorite","DEBG51800066"
"Too Many Things - Radio Edit","Chicks Luv Us","Too Many Things","Favorite Songs","Favorite","GBKQU1921555"
"I Gave You All","Mumford & Sons","Sigh No More","Favorite Songs","Favorite","GBUM70909096"
"Smoking I Wait (Remix)","Paskman","Smoking I Wait (Remix)","Favorite Songs","Favorite","TCAEK1956975"
"Hihache","Lafayette Afro Rock Band","Soul Makossa","Favorite Songs","Favorite","FR6V80132453"
"Forjado a Fuego","Los Chikos del Maiz","Comancheria","Favorite Songs","Favorite","ES6081940905"
"OMG Rock n Roll","Kevin Morby","OMG Rock n Roll","Favorite Songs","Favorite","USJ5G1919104"
"Hello?","Clairo","diary 001","Favorite Songs","Favorite","US4HB1800005"
"Etnias","Miguel Bastida","Kicker Machine / Etnias","Favorite Songs","Favorite","ES98I1901319"
"Aries - Remix","Enrico Sangiuliano","Best of Alleanza","Favorite Songs","Favorite","MTA591400119"
"Tarantula","Pleasurekraft","Tarantula","Favorite Songs","Favorite","DEBL61038999"
"Back Into Consciousness - Original Mix","Spektre","Back Into Consciousness EP","Favorite Songs","Favorite","US7NS1800040"
"Move Your Body To The Beat","Reinier Zonneveld","Move Your Body To The Beat","Favorite Songs","Favorite","GBKQU1899334"
"Nerves - Viers Remix","Rohar","Nerves","Favorite Songs","Favorite","GBKQU1881962"
"Una Chica Muy Guapa","Peret","Que Disparen Flores","Favorite Songs","Favorite","ES5061107305"
"Back for More (Example X Rude Kid)","Example","Bangers & Ballads","Favorite Songs","Favorite","GBKPL1814325"
"Follow","Amelie Lens","Stay With Me","Favorite Songs","Favorite","DESR41700154"
"Adolescence","Regis","Necklace of Bites","Favorite Songs","Favorite","GBE5X1900074"
"Handsome","The Vaccines","English Graffiti (Deluxe)","Favorite Songs","Favorite","GBARL1500163"
"Have You Ever Had a Dream","Under Black Helmet","Mute","Favorite Songs","Favorite","DEPL91450061"
"Colours - Extended Mix","PAWSA","Colours","Favorite Songs","Favorite","GBKQU1802150"
"Going Down","Adam Beyer","Going Down","Favorite Songs","Favorite","GBUR61600131"
"Payback","Delete","Alpha Omega","Favorite Songs","Favorite","NLFL71800635"
"Morpheus","Deas","First Breath","Favorite Songs","Favorite","DESR41800282"
"Fooled Around And Fell In Love","Elvin Bishop","Struttin' My Stuff","Favorite Songs","Favorite","USPR37600038"
"Barglom","Matt Sassari","Barglom","Favorite Songs","Favorite","USYLM1500105"
"Japanese Nightclub","Guigoo","Japanese Nightclub","Favorite Songs","Favorite","FR9W11912109"
"Insane Brain","Rejecta","Rise of Rejecta","Favorite Songs","Favorite","NLH3Q1900343"
"Barrionalistas","Los Chikos del Maiz","Barrionalistas","Favorite Songs","Favorite","ES6081940902"
"Victorious","Delete","Alpha Omega","Favorite Songs","Favorite","NLFL71800624"
"Walk on By","Dionne Warwick","The Dionne Warwick Collection: Her All-Time Greatest Hits","Favorite Songs","Favorite","USWSP0000173"
"That'll Be The Day","Buddy Holly","The Very Best Of Buddy Holly","Favorite Songs","Favorite","USMC15600442"
"Ironside - Theme From ""Ironside""","Quincy Jones","Smackwater Jack","Favorite Songs","Favorite","USAM17100034"
"Twisted Nerve","Bernard Herrmann","Kill Bill Vol. 1 Original Soundtrack (PA Version)","Favorite Songs","Favorite","USRHD0530695"
"I’m A Man","Black Strobe","Burn Your Own Church","Favorite Songs","Favorite","GBBKU0700015"
"Flip to Old School - Coyu Edit","Max Noize","Coyu Edits, Vol. 1","Favorite Songs","Favorite","ES84B1210266"
"You Prefer Cocaine","Vitalic","Poney","Favorite Songs","Favorite","BEP010600034"
"023 - Original Mix","Will Easton","023","Favorite Songs","Favorite","UK2BS1800022"
"Feelin' Good","Laurent Garnier","Feelin' Good","Favorite Songs","Favorite","GBLTF1900066"
"618 - Kölsch Mix","Gui Boratto","618","Favorite Songs","Favorite","DEU671800229"
"Be - Klangkuenstler Remix","GRECO (NYC)","Be (Klangkuenstler Remix)","Favorite Songs","Favorite","GBKQU1767258"
"One Night in NYC","The Horrorist","Manic Panic","Favorite Songs","Favorite","USTC10627809"
"Wisdom to the Wise (Red 2) - A. Mochi Re-Edit","Dave Clarke","Wisdom to the Wise (Red 2) [Remixes]","Favorite Songs","Favorite","DEDU21200194"
"Nervous","Giacomo Renzi","Danger","Favorite Songs","Favorite","ITN3C1800020"
"Night Creature","Ahl Iver","The Future VA","Favorite Songs","Favorite","BEN581900936"
"Impulsive Behavior","Under Black Helmet","I Was Laid-Back A Sinner Of Sorts EP","Favorite Songs","Favorite","NLCK41041964"
"Louder Than A Bomb - Dense & Pika Remix","Tiga","Louder Than A Bomb","Favorite Songs","Favorite","CAT391700010"
"Czech tekno","Mat Weasel Busters","Mat Weasel Busters - Da best","Favorite Songs","Favorite","FR0U91200127"
"A.M. Track","Robert Hood","Protein Valve EP","Favorite Songs","Favorite","NLHD81400015"
"MEGA ZEPH","$uicideboy$","STOP STARING AT THE SHADOWS","Favorite Songs","Favorite","QZAPK1900025"
"All Dogs Go To Heaven","$uicideboy$","STOP STARING AT THE SHADOWS","Favorite Songs","Favorite","QZAPK1900019"
"Putrid Pride","$uicideboy$","STOP STARING AT THE SHADOWS","Favorite Songs","Favorite","QZAPK1900026"
"[whispers indistinctly]","$uicideboy$","STOP STARING AT THE SHADOWS","Favorite Songs","Favorite","QZAPK1900024"
"Mesmerised","Toni Moreno","Voice Of The Moon EP","Favorite Songs","Favorite","ES6101700981"
"Driven To Distraction - Original Mix","Archie Hamilton","Driven EP","Favorite Songs","Favorite","UK6GD1700001"
"DubLife - Alexkid Remix - Snatch! Edit","Riva Starr","Riva Starr Presents: In Dubb Vol. 2 (Sonar 2016 Compilation Album)","Favorite Songs","Favorite","GB9UU1600046"
"Bring The Sun feat. Gry - Original Mix","Frank & Tony","You Go Girl","Favorite Songs","Favorite","USYF71400035"
"I Want You","Demuja","Wanted - EP","Favorite Songs","Favorite","TCACU1659010"
"Hell On Earth - 999999999 Remix","KAS:ST","Hell On Earth","Favorite Songs","Favorite","NLCK41054019"
"Raging Earth - Hemka Remix","Paula Temple","Edge Of Everything Remixes 2","Favorite Songs","Favorite","DECY51902828"
"Macaulay Culkin","Ladilla Rusa","Estado del malestar","Favorite Songs","Favorite","ES11C1700786"
"Un Ramito de Violetas","Manzanita","Un Ramito De Violetas","Favorite Songs","Favorite","ES5119801000"
"Interference","Alignment","Interference","Favorite Songs","Favorite","DECY51901989"
"Flash Back","AIROD","Physical Pressure - EP","Favorite Songs","Favorite","TCAEE1978016"
"Trans Europe Express","DJ W!LD","Trans Europe Express","Favorite Songs","Favorite","USLZJ1980307"
"No Escape - Regal Remix","Paolo Ferrara","Omala Kcohs","Favorite Songs","Favorite","DECH61900136"
"Phiom Enhah","Rikhter","Rik1","Favorite Songs","Favorite","DEMM41901097"
"Sauron - Original Mix","Matt Sassari","Sauron","Favorite Songs","Favorite","SIB151600031"
"Worldwide","DiSKOP","Disk 03","Favorite Songs","Favorite","NLCK41050857"
"Manifesto","Eskapist","Volume 4 (Manifesto)","Favorite Songs","Favorite","DECY52000018"
"come around","Lil Peep","Vertigo","Favorite Songs","Favorite","UKELY2000004"
"What The Fuck Is Happening","$uicideboy$","STOP STARING AT THE SHADOWS","Favorite Songs","Favorite","QZAPK1900017"
"Africa","TOTO","Toto IV","Favorite Songs","Favorite","USSM19801941"
"You Spin Me Round (Like a Record)","Dead Or Alive","Youthquake","Favorite Songs","Favorite","GBBBM9999987"
"Con un porrito en la mano","Arte Canela","Con un porrito en la mano","Favorite Songs","Favorite","SE6A91912470"
"Out of Limits","The Marketts","Out Of Limits!","Favorite Songs","Favorite","USWB10104561"
"Dark Night","The Blasters","Hard Line","Favorite Songs","Favorite","USWB11000763"
"Since I First Met You","The Robins","Rock & Roll - The Best of The Robins","Favorite Songs","Favorite","US29S0402648"
"Crimewave","Crystal Castles","Crystal Castles","Favorite Songs","Favorite","GBRQQ0700001"
"Je veux te voir","Yelle","Je Veux Te Voir","Favorite Songs","Favorite","FRZ110600667"
"We're All In The Same Gang","King Tee","West Coast Livin', Volume Three","Favorite Songs","Favorite","USUYG1034831"
"Walk On By","Isaac Hayes","Greatest Hits Singles","Favorite Songs","Favorite","USFI86900034"
"The Night","Frankie Valli & The Four Seasons","Wigan Casino 40th Anniversary Album","Favorite Songs","Favorite","USMO17284728"
"Dubber Funk","Buttechno","Minimal Cuts","Favorite Songs","Favorite","USYBL1900324"
"tr-919","Buttechno","badtrip","Favorite Songs","Favorite","UKMH51900035"
"Stay Alert Stay Alive","Luca Donzelli","Stay Alert EP","Favorite Songs","Favorite","ES94G1813604"
"Man with a Harmonica","Ennio Morricone","Once Upon a Time in the West (Original Motion Picture Soundtrack) [Remastered]","Favorite Songs","Favorite","GBHGA1527889"
"A Fistful of Dollars - Main Theme (From ""A Fistful of Dollars - Per un pugno di dollari"")","Ennio Morricone","Ennio Morricone Western Hits - The Cinema Collection (The Complete Edition)","Favorite Songs","Favorite","GBHGA1527830"
"Winona","DJ BORING","Winona","Favorite Songs","Favorite","USQY51621229"
"Wish You Were Here","Pink Floyd","Wish You Were Here","Favorite Songs","Favorite","GBN9Y1100088"
"Soleil - Original Mix","[KRTM]","Dream On Baby EP","Favorite Songs","Favorite","NLCK41052665"
"Progress Into Madness","Protokseed","Progress Into Madness","Favorite Songs","Favorite","FR9W12005285"
"Lookin' 4 Love - Original Mix","Baltra","Sophia","Favorite Songs","Favorite","PLE071651101"
"The Flow","Harrison BDP","Confusion Of Sound","Favorite Songs","Favorite","GB8KE1759257"
"difference (interlude)","XXXTENTACION","SKINS","Favorite Songs","Favorite","USUYG1226224"
"Bootman","Ross from Friends","You'll Understand","Favorite Songs","Favorite","UKA2G1608006"
"6 AM Mimosa","DJ BORING","6 AM Mimosa","Favorite Songs","Favorite","QMJYS1700430"
"Gettin' It Done","Ross from Friends","You'll Understand","Favorite Songs","Favorite","UKA2G1608005"
"Follow It Up","Patrick Holland","I Want To Believe","Favorite Songs","Favorite","CAE5H1500300"
"Hush - 1998 Remaster","Deep Purple","Shades of Deep Purple","Favorite Songs","Favorite","GBDXG0000011"
"Evil Away","Mandragora","Mechanics of Travel","Favorite Songs","Favorite","GBKQU1972019"
"Every Little Step","Bobby Brown","Don't Be Cruel","Favorite Songs","Favorite","USMC10000859"
"Norgaard","The Vaccines","What Did You Expect from the Vaccines?","Favorite Songs","Favorite","GBARL1100004"
"Toothpaste Kisses","The Maccabees","Colour It In","Favorite Songs","Favorite","GBUM70700359"
"Precious Time","The Maccabees","Colour It In","Favorite Songs","Favorite","GBUM70604439"
"Marks To Prove It","The Maccabees","Marks To Prove It","Favorite Songs","Favorite","GBUM71406799"
"Lego","The Maccabees","Colour It In (Deluxe)","Favorite Songs","Favorite","GBUM70604437"
"Tissue Shoulders","The Maccabees","Colour It In (Deluxe)","Favorite Songs","Favorite","GBUM70700360"
"Latchmere","The Maccabees","Colour It In (Deluxe)","Favorite Songs","Favorite","GBUM70700358"
"Ventura Highway","America","Homecoming","Favorite Songs","Favorite","USWB19901795"
"Menace II Society","Mall Grab","Menace II Society","Favorite Songs","Favorite","UK34N1300149"
"Breakdown Treat - Mixed","Bad Jazz Troupe","DJ-Kicks (Motor City Drum Ensemble) [DJ Mix]","Favorite Songs","Favorite","DEEH81000072"
"Masterblade - Original Mix","Blademasterz","Scantraxx 023","Favorite Songs","Favorite","NLS760600059"
"Not Fade Away - Mono Version","The Rolling Stones","England’s Newest Hitmakers","Favorite Songs","Favorite","USA176410010"
"Death or Glory - Remastered","The Clash","London Calling (Remastered)","Favorite Songs","Favorite","GBARL1200691"
"Sliced Tomatoes","Just Brothers","Sliced Tomatoes - EP","Favorite Songs","Favorite","GBBLG7200146"
"Proud Mary","Ike & Tina Turner","Workin' Together","Favorite Songs","Favorite","USCA27000122"
"In The Mood","The Andrews Sisters","The Very Best Of Boogie Woogie","Favorite Songs","Favorite","USA560649303"
"Magic Moments","Perry Como","Today & Yesterday","Favorite Songs","Favorite","USRC18008086"
"Paper Doll - Single Version","The Mills Brothers","All Time Greatest Hits","Favorite Songs","Favorite","USMC14273930"
"Party's over Now, The (Words and Music)","Noel Coward","The Compact Coward","Favorite Songs","Favorite","GBAYE0501212"
"La Vie en rose","Édith Piaf","Edith Piaf - The Best Of","Favorite Songs","Favorite","FRZ114700100"
"Oye Como Va","Tito Puente","Fania Records 60's Gold","Favorite Songs","Favorite","USDBB0603503"
"New Orleans","Hoagy Carmichael","The Old Music Master","Favorite Songs","Favorite","USA370525239"
"Tell It Like It Is","Aaron Neville","A Bronx Tale - Music From The Motion Picture","Favorite Songs","Favorite","USSM10027832"
"Only You (And You Alone)","The Platters","The Platters Golden Hits","Favorite Songs","Favorite","USPR38605201"
"Mess Around","Ray Charles","Ray Charles (aka: Hallelujah, I Love Her So)","Favorite Songs","Favorite","USAT20000332"
"Hey-A-Wa","Aldus Haza","Sonido De Valencia Vol.2","Favorite Songs","Favorite","ES5770690437"
"Officer’s Club","Luke Vibert","Bizarster","Favorite Songs","Favorite","USA2B1513014"
"Out of Time Man","Mick Harvey","Two of Diamonds","Favorite Songs","Favorite","GBAJH0700105"
"Thinkin' Bout You","Hush Hush","Love on Wax","Favorite Songs","Favorite","QZK6N1953098"
"Phantom","Matt Sassari","Phantom EP","Favorite Songs","Favorite","GBKQU1728300"
"The Path (A New Beginning)","Gustavo Santaolalla","The Last of Us","Favorite Songs","Favorite","USGSS1300123"
"Katioucha","The Red Army Choir","Chants et Marches de la Grande Guerre Patriotique (1941-1945)","Favorite Songs","Favorite","FRX089200157"
"Sparkling System","TRYM","Sparkling System","Favorite Songs","Favorite","GBKQU1969335"
"Awake","Jeremy Soule","The Elder Scrolls V: Skyrim: Original Game Soundtrack","Favorite Songs","Favorite","QMTH31100022"
"Silver For Monsters...","Percival Schuttenbach","The Witcher 3: Wild Hunt (Original Game Soundtrack)","Favorite Songs","Favorite","PLI361611060"
"The Vagabond","Marcin Przybyłowicz","The Witcher 3: Wild Hunt (Original Game Soundtrack)","Favorite Songs","Favorite","PLI361610660"
"Anything Goes (with Vince Giordano & The Nighthawks)","Cole Porter","It's De Lovely: The Authentic Cole Porter Collection","Favorite Songs","Favorite","USBB10400293"
"Zanarkand","Nobuo Uematsu","FINAL FANTASY X Original Soundtrack","Favorite Songs","Favorite","JPA840500533"
"Gerudo Valley (From ""The Legend of Zelda Ocarina of Time"") - Original","Zelda Cover Band","Gerudo Valley (From ""The Legend of Zelda Ocarina of Time"") [Original]","Favorite Songs","Favorite","JPCOV1959001"
"Lost Woods (From ""The Legend of Zelda Ocarina of Time"") - Original","Zelda Cover Band","Lost Woods (From ""The Legend of Zelda Ocarina of Time"") [Original]","Favorite Songs","Favorite","JPCOV1955001"
"Zelda's Lullaby","Wesley Sprayue","Zelda: Ocarina of Time - Piano","Favorite Songs","Favorite","USE830927179"
"Zeldas Lullaby","A L E X","Growing Up, Vol. 1","Favorite Songs","Favorite","QM2PV1796489"
"Soul Salsa Soul","St Germain","Black Martini","Favorite Songs","Favorite","USY251663700"
"Real Blues - Terry Laird and the Run Island Mix Band Jazz Mix","St Germain","Real Blues (Terry Laird Remixes)","Favorite Songs","Favorite","FR92S1500024"
"Purple Fucking Head - Original Mix","[KRTM]","Consumer (The Worst Of KRTM)","Favorite Songs","Favorite","NLCK41047711"
"The River","Bruce Springsteen","The River","Favorite Songs","Favorite","USSM18000407"
"Seve - Radio Edit","Tez Cadey","Seve (Radio Edit)","Favorite Songs","Favorite","FR9W11419857"
"Adventure of a Lifetime","Coldplay","Adventure of a Lifetime","Favorite Songs","Favorite","GBAYE1500981"
"Hétköznapi Hősök","Punnany Massif","Hétköznapi Hősök","Favorite Songs","Favorite","HUB881303211"
"Barada","Russkaja","Barada","Favorite Songs","Favorite","ATN261347502"
"Good Old Bill","The Maccabees","Colour It In (Deluxe)","Favorite Songs","Favorite","GBUM70700356"
"Wipe Out","The Surfaris","Play","Favorite Songs","Favorite","USUM71802352"
"Hit Or Miss","Odetta","Odetta Sings","Favorite Songs","Favorite","USUR10301314"
"Jive Baby On A Saturday Night","The Jellies","Jive Baby On a Saturday Night","Favorite Songs","Favorite","GBKTV1000001"
"Black (feat. Norah Jones)","Danger Mouse","Rome","Favorite Songs","Favorite","GBAYE1001387"
"Waiting Around To Die","The Be Good Tanyas","Chinatown","Favorite Songs","Favorite","CAN110300015"
"Reflection","Aftertheparty","Emulsion","Favorite Songs","Favorite","QZARB1879666"
"Speshial","Matt Sassari","Speshial EP","Favorite Songs","Favorite","NLCK41049492"
"The Best","Tina Turner","Tina Turner Love Songs","Favorite Songs","Favorite","USCA28900109"
"Sofia","Clairo","Immunity","Favorite Songs","Favorite","US4HB1900086"
"Heaven","Clairo","Heaven","Favorite Songs","Favorite","USUG11801803"
"La Bamba","Davay","La Bamba","Favorite Songs","Favorite","TCADA1798248"
"The Choice","Gustavo Santaolalla","The Last of Us","Favorite Songs","Favorite","USGSS1300105"
"Sonnolenza","Teksa","Space Travel","Favorite Songs","Favorite","FR9W11913327"
"The Block","Lil Texas","Texcore, Vol. 2","Favorite Songs","Favorite","USA2P1950098"
"Take Her Back","The Pigeon Detectives","Wait for Me","Favorite Songs","Favorite","GBLDX0700021"
"Israelites","Desmond Dekker","The Israelites","Favorite Songs","Favorite","GBAJE6800413"
"Take Five","The Dave Brubeck Quartet","Time Out","Favorite Songs","Favorite","USSM15900108"
"Wisdom to the Wise (Red 2) - Steve Rachmad Remix","Dave Clarke","Wisdom to the Wise (Red 2) [Remixes]","Favorite Songs","Favorite","DEDU21200195"
"Stay The F*** Home Inside","FJAAK","Stay The F*** Home Inside","Favorite Songs","Favorite","NLL562009543"
"Shuggie","Foxygen","We Are the 21st Century Ambassadors of Peace & Magic","Favorite Songs","Favorite","US38Y1322706"
"Gay Human Bones","Harlem","Hippies","Favorite Songs","Favorite","USMTD1000018"
"I Didn't Know","Skinshape","Filoxiny","Favorite Songs","Favorite","GBLVL1800039"
"Rolling On","The Murlocs","Young Blindness","Favorite Songs","Favorite","AUDJ01401302"
"Portrait of a Time","Peter Cat Recording Co.","Portrait of a Time: 2010-2016","Favorite Songs","Favorite","FR9W11523942"
"Home Soon","DOPE LEMON","Hounds Tooth","Favorite Songs","Favorite","AUUM71601209"
"Didn't I","Darondo","Let My People Go","Favorite Songs","Favorite","USLNH0604803"
"Wild Life - Remastered 2018","Wings","Wild Life","Favorite Songs","Favorite","GBCCS1800008"
"San Tropez - 2011 Remastered Version","Pink Floyd","Meddle (2011 Remastered Version)","Favorite Songs","Favorite","GBN9Y1100063"
