Track name,Artist name,Album,Playlist name,Type,ISRC
"Boogie Wonderland","Earth, Wind & Fire","I Am","Colorblind","Playlist","USSM19922860"
"Cause We've Ended as Lovers","Jeff Beck","Blow By Blow","Colorblind","Playlist","USSM19906464"
"Between The Bars","Elliott Smith","Either/Or","Colorblind","Playlist","USKRS0326904"
"Come A Little Closer","Cage The Elephant","Melophobia","Colorblind","Playlist","USRC11301144"
"To Build A Home","The Cinematic Orchestra","Ma Fleur","Colorblind","Playlist","GBCFB0700100"
"El Conticinio","Guitarricadelafuente","El Conticinio","Colorblind","Playlist","GBMA21830016"
"Clouded","Brent Faiyaz","Fuck The World","Colorblind","Playlist","QM24S1927163"
"Quien encendió la luz","Guitarricadelafuente","Quien encendió la luz","Colorblind","Playlist","ES5022102327"
"Transgender","Crystal Castles","(III)","Colorblind","Playlist","GBUM71206689"
"Power Freaks","Jean Dawson","Pixel Bath","Colorblind","Playlist","QZ9H32000030"
"how will i rest in peace if i'm buried by a highway?//","KennyHoopla","how will i rest in peace if i'm buried by a highway?//","Colorblind","Playlist","USQX92000282"
"Crimewave","Crystal Castles","Crystal Castles","Colorblind","Playlist","GBRQQ0700001"
"Walking On A Dream","Empire Of The Sun","Walking On A Dream (10th Anniversary Edition)","Colorblind","Playlist","AUEI10800039"
"Teardrops","NEIL FRANCES","Teardrops","Colorblind","Playlist","US3DF1801131"
"A Different Age","Current Joys","A Different Age","Colorblind","Playlist","QMBZ91743923"
"The Bug Collector","Haley Heynderickx","I Need to Start a Garden","Colorblind","Playlist","QMFW91700130"
"Maud Gone","Car Seat Headrest","Teens of Style","Colorblind","Playlist","USMTD1506786"
"We Should Hang","Willie J Healey","People and Their Dogs","Colorblind","Playlist","GBARL1700569"
"Treehouse","Alex G","Treehouse","Colorblind","Playlist","TCAFZ2296401"
"Life?","Feux","Life?","Colorblind","Playlist","GBKPL1978729"
"Oom Sha La La","Haley Heynderickx","I Need to Start a Garden","Colorblind","Playlist","QMFW91700128"
"For You","Willie J Healey","Twin Heavy","Colorblind","Playlist","GB9TP2000530"
"Demons and Monsters","347aidan","Demons and Monsters","Colorblind","Playlist","USQX92004786"
"Chateau (Feel Alright)","Djo","Twenty Twenty","Colorblind","Playlist","GBKPL1959342"
"Dear Angie - Remastered 2010","Badfinger","Magic Christian Music (Remastered 2010 / Deluxe Edition)","Colorblind","Playlist","GBDCE1000107"
"The Last Goodbye","ODESZA","The Last Goodbye","Colorblind","Playlist","GBCFB2100832"
"Who Are You","Hansmann & Klausing","Who Are You","Colorblind","Playlist","DEZ421000174"
"Running Up That Hill (A Deal With God)","Kate Bush","Hounds Of Love","Colorblind","Playlist","GBCNR8500002"
"Witches","Alice Phoebe Lou","Witches","Colorblind","Playlist","GBKPL2089608"
"Don't Preach to Me","The Skallywags","Estate of Intent","Colorblind","Playlist","GBKPL1941662"
"Shut up My Moms Calling","Hotel Ugly","Shut up My Moms Calling","Colorblind","Playlist","TCAEQ2083509"
"Say What You Think","Pops Tuna","Lame Fiction","Colorblind","Playlist","ushm82002579"
"pikito","rusowsky","pikito","Colorblind","Playlist","USA2P2208753"
"Rock & Roll Suicide","Pops Tuna","Rock & Roll Suicide","Colorblind","Playlist","uscgh2113407"
"Around","Jaded Juice Riders","Bowl Cut","Colorblind","Playlist","GBSMU4320868"
"Nunca Estoy","C. Tangana","El Madrileño","Colorblind","Playlist","ES5022000238"
"Tití Me Preguntó","Bad Bunny","Un Verano Sin Ti","Colorblind","Playlist","QM6MZ2214878"
"Baianá","Barbatuques","O Seguinte é Esse","Colorblind","Playlist","BRMPC0500451"
"Miedo","M-Clan","Sopa fria","Colorblind","Playlist","ES5010400298"
"Solitude - Felsmann + Tiley Reinterpretation","M83","Solitude (Felsmann + Tiley Reinterpretation)","Colorblind","Playlist","GB5SH2000001"
"Aline","Jarvis Cocker","CHANSONS d’ENNUI TIP-TOP","Colorblind","Playlist","USA172092170"
"Happier When You’re Gone","alt-J","The Dream","Colorblind","Playlist","GB5KW2102486"
"Más Triste Que Shinji Ikari","Viva Belgrado","Bellavista","Colorblind","Playlist","ES71I2000013"
"Twist U Up (My Words)","Sisyfuss","Split","Colorblind","Playlist","QZFYZ1915117"
"Fire In The Sky","Anderson .Paak","Shang-Chi and The Legend of The Ten Rings: The Album","Colorblind","Playlist","USUM72113049"
"Weak for Your Love","Thee Sacred Souls","Can I Call You Rose?","Colorblind","Playlist","USA2B2033443"
"Mountains","Message To Bears","Folding Leaves","Colorblind","Playlist","SEYOK1128678"
"Hey Lover","The Daughters Of Eve","Hey Lover / Stand by Me","Colorblind","Playlist","QM4TW2176822"
"1979 - Remastered 2012","The Smashing Pumpkins","Mellon Collie And The Infinite Sadness (Deluxe Edition)","Colorblind","Playlist","USVI21200910"
"I Don't Know How To Love","The Drums","Portamento","Colorblind","Playlist","GBUM71105437"
"Wolf River","Reignwolf","Hear Me Out","Colorblind","Playlist","QMEZE1949989"
"MANIC MAN","Curtis Waters","MANIC MAN","Colorblind","Playlist","QZES52262689"
"Massive","Drake","Honestly, Nevermind","Colorblind","Playlist","USUG12204890"
"Sticky","Drake","Honestly, Nevermind","Colorblind","Playlist","USUG12204888"
"Alia Aliam Habemus","Maxi Menot","We Might As Well Be Dead","Colorblind","Playlist","DEZC62294548"
"These Boots Are Made for Walkin'","Nancy Sinatra","Full Metal Jacket (Original Motion Picture Soundtrack)","Colorblind","Playlist","USWB10102872"
"Amour plastique","Videoclub","Amour plastique","Colorblind","Playlist","QM2PV1803628"
"Elastic","Joey Purp","QUARTERTHING","Colorblind","Playlist","QZEGJ1800004"
"Miss You - Sped Up Version","Oliver Tree","Miss You (Sped Up Version)","Colorblind","Playlist","USAT22219737"
"Dance In Room Song","Sipper","Pink Songs","Colorblind","Playlist","QZ93L2053009"
"WASTE","Kxllswxtch","DISORDER","Colorblind","Playlist","USUYG1393224"
"Chamber of Reflection (Live Cover)","Your Anxiety Buddy","Chamber of Reflection (Remixes)","Colorblind","Playlist","TCAGL2266683"
"What Could Have Been feat. Ray Chen (from the series Arcane League of Legends)","Sting","Arcane League of Legends (Soundtrack from the Animated Series)","Colorblind","Playlist","QZH6S1900378"
"Euphoria","Elephant Castle","Euphoria","Colorblind","Playlist","QZK6N2036632"
"Aces","dkj","Aces","Colorblind","Playlist","USAT22221554"
"The Perfect Girl","Mareux","The Perfect Girl","Colorblind","Playlist","QZF8N1986577"
"Young","Vacations","Vibes","Colorblind","Playlist","SEYOK1669274"
"Cola - Sped Up Version","sped up nightcore","Cola (Sped Up Version)","Colorblind","Playlist","GBCPZ2221338"
"If I Ever Was a Child","Wilco","Schmilco","Colorblind","Playlist","USEP41606002"
"Chicago","alt-J","The Dream","Colorblind","Playlist","GB5KW2102489"
"In Spite of Ourselves","Viagra Boys","Welfare Jazz","Colorblind","Playlist","SE5AJ2001184"
"I've Been Down","Leyya","Longest Day Of My Life","Colorblind","Playlist","ATT802127002"
"Rappelle-toi","Sto","Time Out (Vol. 1)","Colorblind","Playlist","FR9W12238526"
"Time in a Bottle","Jim Croce","You Don't Mess Around With Jim","Colorblind","Playlist","GBAJE7200780"
"Those Were The Days","The Teskey Brothers","Palm Beach (Original Motion Picture Soundtrack)","Colorblind","Playlist","AUHSY1900004"
"Communicate","Mick Jenkins","The Healing Component","Colorblind","Playlist","QMKSC1600111"
"Duality","Montee","Duality","Colorblind","Playlist","DEZC62325062"
"I'm a Kid","Jadu Heart","Melt Away","Colorblind","Playlist","UK8XM1600049"
"on & on","piri","froge.mp3","Colorblind","Playlist","GBUM72204910"
"Morning Sunshine","The Idle Race","Back To The Story","Colorblind","Playlist","GBAYE6800734"
"Morning / Midnight","Nick Leng","Morning / Midnight // My Mind is a Mess in the Morning","Colorblind","Playlist","QM24S2201094"
"Sunset For The Dead","Tommy Newport","Glasshead","Colorblind","Playlist","USA2P2230634"
"Dimanche","MPL","Ma pauvre Lucette","Colorblind","Playlist","FR26V1547403"
"The Girl Outside","Donkey Kid","Distant Shouts","Colorblind","Playlist","QM4TW2253262"
"Clouds","BUNT.","Clouds","Colorblind","Playlist","QZTBB2202743"
"Kids","Current Joys","Kids","Colorblind","Playlist","TCACS1677524"
"San Lucas","Kevin Kaarl","San Lucas","Colorblind","Playlist","QZHN91944653"
"Daylight","David Kushner","Daylight","Colorblind","Playlist","QZXDB2300005"
"November","Max Richter","Voyager - Essential Max Richter","Colorblind","Playlist","DEN961900600"
"The Ship","Incredible Polo","Ma Hill","Colorblind","Playlist","FR10S1824838"
"Te quiero muchísimo","Alex Granero","Te quiero muchísimo","Colorblind","Playlist","ESA012122836"
"When It's Cold Outside","228k","When It's Cold Outside","Colorblind","Playlist","TCADC1784996"
"Cannonball","Michigander","It Will Never Be The Same","Colorblind","Playlist","TCAGK2200639"
"People in the Front Row","Melanie","Garden in the City","Colorblind","Playlist","USSM11402366"
"Soleá","Barry B","Soleá","Colorblind","Playlist","ES5022102347"
"WHERE SHE GOES","Bad Bunny","WHERE SHE GOES","Colorblind","Playlist","QM6P42334528"
"Runaways","Morris Madrone","Runaways","Colorblind","Playlist","US3GD4199047"
"I've Been In Love","Jungle","I've Been In Love","Colorblind","Playlist","QM4TX2336314"
"La leçon particulière - Bande originale du film ""La leçon particulière""","Francis Lai","Mayerling","Colorblind","Playlist","CH1956980330"
"When I'm With You","Best Coast","Crazy for You","Colorblind","Playlist","USMEX1000113"
"TERMS","nickname jos","HOT WHEELS / TERMS","Colorblind","Playlist","FRIDO2112575"
"Lo que elegiste.","Paula Prieto","Lo que elegiste","Colorblind","Playlist","USLZJ2287860"
"R0C3","TRISTÁN!","R0C3","Colorblind","Playlist","USA2P2230942"
"Chapel Of Love","Jimmy Whoo","Motel Music Pt. III","Colorblind","Playlist","FRR642200278"
"Poly","Daphni","Joli Mai","Colorblind","Playlist","GBAL71722001"
"Blurry Days","Camille Jansen","Louise","Colorblind","Playlist","TCAFM2104344"
"Tadow","Masego","Lady Lady","Colorblind","Playlist","QM24S1703810"
"Dinner Time","Stand High Patrol","The Shift","Colorblind","Playlist","DEZ651705643"
"Palm Trees","¿Téo?","Pockets","Colorblind","Playlist","TCADO1870521"
"Fuentes de Ortiz","Ed Maverick","mix pa llorar en tu cuarto","Colorblind","Playlist","QZBRF1813584"
"Hier encore","Charles Aznavour","Que c'est triste Venise (Remastered 2014)","Colorblind","Playlist","FRZ116400470"
"HARMONY","347aidan","HARMONY","Colorblind","Playlist","USQX92104467"
"Uncomparable","EKKSTACY","Uncomparable","Colorblind","Playlist","QZDA42007535"
"DORITOS","TRISTÁN!","DORITOS","Colorblind","Playlist","USA2P2317608"
"i walk this earth all by myself","EKKSTACY","NEGATIVE","Colorblind","Playlist","QZNMU2174737"
"Nighthawk","Re:um","Nighthawk","Colorblind","Playlist","QZNWX2265163"
"Luisa","Teo Lucadamo","Luisa","Colorblind","Playlist","ES71G2328334"
"Left Hand Free","alt-J","This Is All Yours","Colorblind","Playlist","GBZUZ1400272"
"U-Turn (Lili)","AaRON","Artificial Animals Riding on Neverland","Colorblind","Playlist","FR1PL0601510"
"Don't Stop Alice","Blarg","Mach Was Du Denkst","Colorblind","Playlist","GBLLT2013089"
"lamento de una supernova","Ralphie Choo","lamento de una supernova","Colorblind","Playlist","QMFME2061815"
"Elle ne t'aime pas","La Femme","Mystère","Colorblind","Playlist","FR9W11610758"
"God's Whisper","Raury","God's Whisper","Colorblind","Playlist","USSM11403407"
"Surround Sound (feat. 21 Savage & Baby Tate)","JID","The Forever Story (Extended Version)","Colorblind","Playlist","USUM72123571"
"Bound","The Ponderosa Twins Plus One","2+2+1=","Colorblind","Playlist","USCW61807104"
"Love and Happiness","Al Green","I'm Still in Love with You","Colorblind","Playlist","US2HK0913603"
"Summer Rain","Le Parody","Summer Rain","Colorblind","Playlist","UKADC1500019"
"Hold Your Head Up High","Darlingside","Hold Your Head Up High","Colorblind","Playlist","QMSAQ1700004"
"El Bolero","Yami Safdie","Dije Que No Me Iba a Enamorar","Colorblind","Playlist","ARF112200051"
"Let Go","Aaron May","CHASE","Colorblind","Playlist","USUYG1237110"
"Some","Steve Lacy","Some","Colorblind","Playlist","TCACT1617859"
"highway 95","Baby Keem","The Melodic Blue (Deluxe)","Colorblind","Playlist","USSM12210320"
"Bécane - A COLORS SHOW","Yamê","Bécane - A COLORS SHOW","Colorblind","Playlist","DEXC82300032"
"if u think i'm pretty","Artemas","if u think i'm pretty","Colorblind","Playlist","QZTB92397158"
"Dirty Love","Mt. Joy","Mt. Joy","Colorblind","Playlist","USDMG1885204"
"Fade Into You","Mazzy Star","So Tonight That I Might See","Colorblind","Playlist","USCA29300105"
"Evergreen","Richy Mitch & The Coal Miners","RMCM","Colorblind","Playlist","SEYOK1732035"
"Shark Smile - Edit","Big Thief","Shark Smile (Edit)","Colorblind","Playlist","US2U61725512"
"So Alone","prodbyzion","Drips","Colorblind","Playlist","QZHN81913175"
"MY EYES","Travis Scott","UTOPIA","Colorblind","Playlist","USSM12305007"
"I'm Good Luv, Enjoy.","Aaron May","CHASE","Colorblind","Playlist","USUYG1241306"
"Riot","XXXTENTACION","Riot","Colorblind","Playlist","USUYG1316525"
"White Gloves","Khruangbin","The Universe Smiles Upon You","Colorblind","Playlist","GB5EM1501517"
"Black Leaves","KIRBY","Black Leaves","Colorblind","Playlist","TCAFZ2111958"
"PUNK TACTICS","Joey Valence & Brae","PUNK TACTICS","Colorblind","Playlist","TCAGD2268922"
"Memory Box","Peter Cat Recording Co.","Bismillah","Colorblind","Playlist","FR9W11829866"
"I Know - PR1SVX Edit","Kanii","I Know (PR1SVX Edit)","Colorblind","Playlist","USWB12301125"
"Please take me home","Luther","The Ages","Colorblind","Playlist","QZK6J2227164"
"Liberation (with Cee-Lo)","Outkast","Aquemini","Colorblind","Playlist","USLF29800304"
"Vienna","Billy Joel","The Stranger (Legacy Edition)","Colorblind","Playlist","USSM17700373"
"Worth It.","RAYE","My 21st Century Blues","Colorblind","Playlist","QMDA62229986"
"End of Beginning","Djo","DECIDE","Colorblind","Playlist","GBKPL2205058"
"Resonance x Genesis x Not allowed - Slowed","mikeeysmind","Resonance x Genesis x Not allowed","Colorblind","Playlist","QZK6H2364631"
"La Seine - Extrait de la bande originale un monstre à Paris","Vanessa Paradis","Best Of & Variations","Colorblind","Playlist","FR86U1100001"
"You Were a Dream","Artemas","You Were a Dream","Colorblind","Playlist","SGW502354218"
"que te pedí//","Kali Uchis","Sin Miedo (del Amor y Otros Demonios) ∞","Colorblind","Playlist","GBUM72005746"
"someday i'll get it","Alek Olsen","someday i'll get it","Colorblind","Playlist","GBMJG2330804"
"Back On 74","Jungle","Back On 74","Colorblind","Playlist","QM4TX2336316"
"Clandestina - Version acoustique","Emma Peters","Emma Peters (Remixed)","Colorblind","Playlist","TCAEP1910985"
"My War","Black Flag","My War","Trevor in Fishnets","Playlist","USA370538481"
"Amoeba","Adolescents","Adolescents","Trevor in Fishnets","Playlist","USA6P0499036"
"Die, Die My Darling","Misfits","Earth A.D. / Die, Die My Darling","Trevor in Fishnets","Playlist","USCN38300017"
"Subliminal","Suicidal Tendencies","Suicidal Tendencies","Trevor in Fishnets","Playlist","USA6P0800019"
"This Magic Moment","Misfits","Project 1950","Trevor in Fishnets","Playlist","USJLA1100420"
"Eighties","Killing Joke","Laugh? I Nearly Bought One!","Trevor in Fishnets","Playlist","GBAAA8500058"
"God Save The Queen","Sex Pistols","Never Mind The Bollocks, Here’s The Sex Pistols","Trevor in Fishnets","Playlist","GBUM71200588"
"Where Eagles Dare","Misfits","Collection","Trevor in Fishnets","Playlist","USCN37900003"
"Hybrid Moments","Misfits","Static Age","Trevor in Fishnets","Playlist","USCN39500058"
"I Turned into a Martian","Misfits","Walk Among Us","Trevor in Fishnets","Playlist","GBAAP0600031"
"Attitude","Misfits","Collection 2","Trevor in Fishnets","Playlist","USCN37800005"
"Last Caress","Misfits","Collection 2","Trevor in Fishnets","Playlist","USCN37900004"
"Angelfuck","Misfits","Legacy Of Brutality","Trevor in Fishnets","Playlist","USCN38500009"
"Howling","The Dahmers","Terror on Wheels","Trevor in Fishnets","Playlist","SE3D71501503"
"My Dying Bride","Blitzkid","Terrifying Tales","Trevor in Fishnets","Playlist","GBDHC1226904"
"Return Of The Fly","Misfits","Static Age","Trevor in Fishnets","Playlist","USCN39500057"
"Rise Above","Black Flag","Damaged","Trevor in Fishnets","Playlist","USA370538438"
"Minor Threat","Minor Threat","First Two Seven Inches","Trevor in Fishnets","Playlist","US35U1301208"
"Banned in D.C.","Bad Brains","Bad Brains","Trevor in Fishnets","Playlist","US29V0422305"
"I Fought the Law","The Clash","Hits Back","Trevor in Fishnets","Playlist","GBARL1201017"
"Damaged Goods","Gang Of Four","Entertainment!","Trevor in Fishnets","Playlist","GB01A7900020"
"Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version","Buzzcocks","Love Bites (Special Edition)","Trevor in Fishnets","Playlist","GBAYE9600428"
"Corona","Minutemen","Double Nickels on the Dime","Trevor in Fishnets","Playlist","USA370538099"
"Disorder - 2007 Remaster","Joy Division","Unknown Pleasures","Trevor in Fishnets","Playlist","GBAAP0600160"
"I Wanna Be Sedated","Ramones","Rhino Hi-Five: Ramones","Trevor in Fishnets","Playlist","USWB19900888"
"Bloodstains - Original Version","Agent Orange","Living In Darkness (30th Anniversary Edition)","Trevor in Fishnets","Playlist","USEWM0910016"
"Going Underground","The Jam","Setting Sons (Super Deluxe)","Trevor in Fishnets","Playlist","GBAKW8001001"
"Blitzkrieg Bop - 2001 Remastered Version","Ramones","Ramones (Expanded)","Trevor in Fishnets","Playlist","USWB10900840"
"I Wanna Be Your Dog","The Stooges","The Stooges","Trevor in Fishnets","Playlist","USEE10000948"
"Time Bomb","Rancid","...And Out Come The Wolves","Trevor in Fishnets","Playlist","USEP40322104"
"Spanish Bombs - Remastered","The Clash","London Calling (Remastered)","Trevor in Fishnets","Playlist","GBARL1200685"
"Killing In The Name","Rage Against The Machine","Rage Against The Machine - XX (20th Anniversary Special Edition)","Trevor in Fishnets","Playlist","USSM11205433"
"Partner In Crime","Murderland","Prelude To A Kill","Trevor in Fishnets","Playlist","uscgj1109229"
"Live Through The Wolf","Under A Nightmare","Streets Run Red","Trevor in Fishnets","Playlist","GBSMU2872544"
"Children In Heat","Misfits","Collection 2","Trevor in Fishnets","Playlist","USCN37900005"
"Ultra Violence","Lower Class Brats","Rather Be Hated Than Ignored","Trevor in Fishnets","Playlist","USTC10707444"
"Nervous Breakdown","Black Flag","Nervous Breakdown","Trevor in Fishnets","Playlist","USA370538601"
"Six Pack","Black Flag","Damaged","Trevor in Fishnets","Playlist","USA370538440"
"Loose Nut","Black Flag","Loose Nut","Trevor in Fishnets","Playlist","USA370538592"
"Drinking and Driving","Black Flag","In My Head","Trevor in Fishnets","Playlist","USA370538472"
"Rockaway Beach - 2002 Remaster","Ramones","Rocket to Russia (Expanded 2005 Remaster)","Trevor in Fishnets","Playlist","USWB10201792"
"Sheena Is a Punk Rocker - 2001 Remaster","Ramones","Rocket to Russia (Expanded 2005 Remaster)","Trevor in Fishnets","Playlist","USWB10302157"
"Teenage Lobotomy","Ramones","Mania","Trevor in Fishnets","Playlist","USWB19900889"
"Hope","Descendents","Milo Goes to College","Trevor in Fishnets","Playlist","USA370538807"
"Do You Remember Rock 'n' Roll Radio? - 2002 Remaster","Ramones","End of the Century (Expanded 2005 Remaster)","Trevor in Fishnets","Playlist","USWB10201720"
"Death Comes Ripping","Misfits","Earth A.D. / Die, Die My Darling","Trevor in Fishnets","Playlist","USCN38300020"
"Can't Cheat Karma","Zounds","The Curse of Zounds Discography (Remastered)","Trevor in Fishnets","Playlist","USFVZ0900157"
"Career Opportunities - Remastered","The Clash","The Clash (Remastered)","Trevor in Fishnets","Playlist","GBARL1200707"
"Warsaw - 2010 Remaster","Joy Division","Substance","Trevor in Fishnets","Playlist","GBCRL1000159"
"Hand in Glove - 2011 Remaster","The Smiths","Louder Than Bombs","Trevor in Fishnets","Playlist","GBCRL1100069"
"California Uber Alles","Dead Kennedys","Give Me Convenience or Give Me Death","Trevor in Fishnets","Playlist","USA560456446"
"Holiday in Cambodia - Single Version","Dead Kennedys","Fresh Fruit For Rotting Vegetables (Expanded Edition)","Trevor in Fishnets","Playlist","GBBLY0605362"
"Too Drunk to Fuck","Dead Kennedys","Fresh Fruit For Rotting Vegetables (Expanded Edition)","Trevor in Fishnets","Playlist","GBBLY8100008"
"Spiritual Cramp","Christian Death","Only Theatre of Pain","Trevor in Fishnets","Playlist","USA6P0400707"
"Dean's Dream","The Dead Milkmen","Big Lizard In My Back Yard","Trevor in Fishnets","Playlist","USRS72054018"
"Alternative Ulster","Stiff Little Fingers","Inflammable Material","Trevor in Fishnets","Playlist","GB01A0700157"
"Institutionalized","Suicidal Tendencies","Suicidal Tendencies","Trevor in Fishnets","Playlist","USA6P0800021"
"Halloween","Dead Kennedys","Plastic Surgery Disasters/In God We Trust, Inc.","Trevor in Fishnets","Playlist","USA560456398"
"The Witch","The Sonics","Here Are the Sonics","Trevor in Fishnets","Playlist","TCABN1301553"
"She Cries Alone","Skeletal Family","Best Of...","Trevor in Fishnets","Playlist","GBBLY8400223"
"Spellbound","Siouxsie and the Banshees","Juju","Trevor in Fishnets","Playlist","GBAKW8101063"
"She's in Parties","Bauhaus","Bauhaus - 1979-1983 Volume Two","Trevor in Fishnets","Playlist","GBAZP9800175"
"Romeo's Distress","Christian Death","Only Theatre of Pain","Trevor in Fishnets","Playlist","USA6P0400708"
"Dark Entries","Bauhaus","In The Flat Field","Trevor in Fishnets","Playlist","GBAFL9800113"
"Incubus Succubus II","Xmal Deutschland","Tocsin","Trevor in Fishnets","Playlist","GBAFL8400010"
"Autosuficiencia","Paralisis Permanente","Los singles y primeras grabaciones","Trevor in Fishnets","Playlist","ES5018403000"
"Tengo un pasajero","Paralisis Permanente","Heroes de los 80. El acto","Trevor in Fishnets","Playlist","ES5010100331"
"Deathwish","Christian Death","Only Theatre of Pain","Trevor in Fishnets","Playlist","USA6P0400711"
"Painted Black","Mephisto Walz","The Eternal Deep","Trevor in Fishnets","Playlist","uscgj0908354"
"Snake Dance","The March Violets","The Botanic Verses","Trevor in Fishnets","Playlist","GBCST8424218"
"Arabian Knights","Siouxsie and the Banshees","Juju","Trevor in Fishnets","Playlist","GBAKW8101064"
"Promised Land","Skeletal Family","Hallowe'en Goth Disco 2: Things That Go Bump in the Nightclub","Trevor in Fishnets","Playlist","GBBLY8500072"
"Hong Kong Garden","Siouxsie and the Banshees","The Scream","Trevor in Fishnets","Playlist","GBAKW8101058"
"Deceptacon","Le Tigre","Le Tigre","Trevor in Fishnets","Playlist","TCABE1211301"
"Un día en Texas","Paralisis Permanente","Los singles y primeras grabaciones","Trevor in Fishnets","Playlist","ES5018403005"
"Twenty Four Hours - 2007 Remaster","Joy Division","Closer (Collector's Edition)","Trevor in Fishnets","Playlist","GBAAP0600157"
"1990","Soviet Soviet","Fate","Trevor in Fishnets","Playlist","QMGEB1301202"
"Goo Goo Muck","The Cramps","Psychedelic Jungle","Trevor in Fishnets","Playlist","USIR38100013"
"Aisha Qandisha","Taqbir","Taqbir","Trevor in Fishnets","Playlist","GBSMU9473758"
"Stars and Stripes of Corruption","Dead Kennedys","Frankenchrist","Trevor in Fishnets","Playlist","USA560456422"
"C-State","GRLwood","Daddy","Trevor in Fishnets","Playlist","USGAC1800076"
"I Can't Hardly Stand It","The Cramps","Off The Bone","Trevor in Fishnets","Playlist","USCA28400209"
"Mucha policía, poca diversión","Eskorbuto","Impuesto Revolucionario","Trevor in Fishnets","Playlist","ES5018618013"
"Don't Preach to Me","The Skallywags","Estate of Intent","Trevor in Fishnets","Playlist","GBKPL1941662"
"The the Empty","Le Tigre","Le Tigre","Trevor in Fishnets","Playlist","GBBKT9900056"
"GFY","Amyl and The Sniffers","Amyl and The Sniffers","Trevor in Fishnets","Playlist","GBCVZ1900019"
"Auf Deiner Haut","Selofan","Partners in Hell","Trevor in Fishnets","Playlist","TCAEZ2033647"
"Bombshell","Death Lens","Beer Up Only Club","Trevor in Fishnets","Playlist","SEYOK1764897"
"Identity Crisis","Dark Thoughts","Dark Thoughts","Trevor in Fishnets","Playlist","QM2PV1778602"
"Eyes","Wine Lips","Mushroom Death Sex Bummer Party","Trevor in Fishnets","Playlist","CASE12100081"
"Madonna Rocket","Show Me the Body","Dog Whistle","Trevor in Fishnets","Playlist","USC4R1802563"
"Toonie","DIÄT","Positive Energy","Trevor in Fishnets","Playlist","US4KC1166902"
"Hunned Bandz","Tanukichan","Sundays","Trevor in Fishnets","Playlist","US22N1801105"
"Lose My Breath","my bloody valentine","Isn’t Anything","Trevor in Fishnets","Playlist","GBARL0800234"
"when you sleep","my bloody valentine","loveless","Trevor in Fishnets","Playlist","GBCEL2000154"
"new you","my bloody valentine","m b v","Trevor in Fishnets","Playlist","GBCEL2000166"
"Sma3","Taqbir","Taqbir","Trevor in Fishnets","Playlist","GBSMU9473757"
"Al-zuki Akbar","Taqbir","Taqbir","Trevor in Fishnets","Playlist","GBSMU9473760"
"2083 AD","The Gobs","1-2-3-4","Trevor in Fishnets","Playlist","QZNWV2134592"
"Tfou 3lik","Taqbir","Taqbir","Trevor in Fishnets","Playlist","GBSMU9521174"
"Think Of You","Bleached","Carter","Trevor in Fishnets","Playlist","USA2Z1111375"
"Guided by Angels","Amyl and The Sniffers","Comfort To Me","Trevor in Fishnets","Playlist","GBCVZ2100084"
"Big","Fontaines D.C.","Dogrel","Trevor in Fishnets","Playlist","USBQU1800203"
"Out of Time","Deb Never","House on Wheels EP","Trevor in Fishnets","Playlist","USA2B1902507"
"I Didn't Know","Skinshape","Filoxiny","Omeprazol","Playlist","GBLVL1800039"
"Night on Earth","Jerkcurb","Air Con Eden","Omeprazol","Playlist","GBGCA1600270"
"Warmth of the Sun","levitation room","Warmth of the Sun","Omeprazol","Playlist","QM4TW1862134"
"Portrait of a Time","Peter Cat Recording Co.","Portrait of a Time: 2010-2016","Omeprazol","Playlist","FR9W11523942"
"Locket","Crumb","Locket","Omeprazol","Playlist","TCADC1793184"
"Home Soon","DOPE LEMON","Hounds Tooth","Omeprazol","Playlist","AUUM71601209"
"Suddenly","Drugdealer","The End Of Comedy","Omeprazol","Playlist","GBCEL1600145"
"Moon Undah Water","Puma Blue","Moon Undah Water","Omeprazol","Playlist","UKGUH1800602"
"Wild Life - Remastered 2018","Wings","Wild Life","Omeprazol","Playlist","GBCCS1800008"
"Anemone","The Brian Jonestown Massacre","Their Satanic Majesties' Second Request","Omeprazol","Playlist","GBSLX0810071"
"Windows","Sugar Candy Mountain","666","Omeprazol","Playlist","USJZA1619801"
"Friends","levitation room","Minds Of Our Own","Omeprazol","Playlist","SEYOK1503840"
"Work This Time","King Gizzard & The Lizard Wizard","Oddments","Omeprazol","Playlist","AUDJ01401042"
"Black (feat. Norah Jones)","Danger Mouse","Rome","Omeprazol","Playlist","GBAYE1001387"
"Shalala","Moses Gunn Collective","Mercy Mountain","Omeprazol","Playlist","TCACT1674469"
"Sense","King Gizzard & The Lizard Wizard","Paper Mâché Dream Balloon (Original + Instrumental)","Omeprazol","Playlist","USATO1500134"
"Shuggie","Foxygen","We Are the 21st Century Ambassadors of Peace & Magic","Omeprazol","Playlist","US38Y1322706"
"Ooh La La","Faces","Ooh La La","Omeprazol","Playlist","USWB10104988"
"Indian Food","Dumbo Gets Mad","Quantum Leap","Omeprazol","Playlist","QMPKX1312189"
"Some Sunsick Day","Morgan Delt","Phase Zero","Omeprazol","Playlist","USSUB1613510"
"Just the Two of Us","Grover Washington, Jr.","Winelight","Omeprazol","Playlist","USEE10900522"
"What You Won't Do for Love","Bobby Caldwell","What You Won't Do for Love","Omeprazol","Playlist","USA370532331"
